,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
1270725,6/13/2017 20:44,6/13/2017 20:55,664,Western Ave & Walton St,Western Ave & Winnebago Ave,Subscriber,Male,1956
1279128,6/14/2017 15:09,6/14/2017 15:22,765,Montrose Harbor,Montrose Harbor,Subscriber,Male,1988
82165,1/24/2017 16:38,1/24/2017 16:44,338,Mies van der Rohe Way & Chicago Ave,Rush St & Cedar St,Subscriber,Male,1991
149853,2/9/2017 18:30,2/9/2017 18:43,758,Milwaukee Ave & Grand Ave,Damen Ave & Chicago Ave,Subscriber,Male,1987
1119234,6/5/2017 8:03,6/5/2017 8:15,694,Larrabee St & Webster Ave,Kingsbury St & Erie St,Subscriber,Male,1979
964480,5/26/2017 13:36,5/26/2017 13:43,442,Wabash Ave & Grand Ave,Milwaukee Ave & Grand Ave,Subscriber,Male,1984
106899,1/31/2017 4:58,1/31/2017 5:13,906,Artesian Ave & Hubbard St,Wacker Dr & Washington St,Subscriber,Male,1959
1416495,6/22/2017 23:03,6/22/2017 23:13,640,Sheffield Ave & Fullerton Ave,Halsted St & Roscoe St,Subscriber,Male,1997
436231,4/1/2017 15:23,4/1/2017 15:30,386,Kingsbury St & Erie St,Larrabee St & Division St,Subscriber,Female,1974
1219376,6/10/2017 20:06,6/10/2017 20:17,684,Indiana Ave & Roosevelt Rd,Shedd Aquarium,Subscriber,Male,1994
903146,5/20/2017 18:10,5/20/2017 18:15,261,Sheffield Ave & Webster Ave,Larrabee St & Armitage Ave,Subscriber,Female,1993
721286,5/3/2017 17:20,5/3/2017 17:38,1103,Columbus Dr & Randolph St,Michigan Ave & 18th St,Subscriber,Male,1985
203771,2/18/2017 15:09,2/18/2017 15:55,2728,Shedd Aquarium,Wilton Ave & Diversey Pkwy,Customer,,
1292665,6/15/2017 16:42,6/15/2017 16:57,897,Michigan Ave & Lake St,Federal St & Polk St,Subscriber,Male,1986
1521468,6/29/2017 7:35,6/29/2017 7:51,941,Canal St & Monroe St (*),Calumet Ave & 18th St,Subscriber,Male,1995
922471,5/22/2017 15:14,5/22/2017 15:29,880,Seeley Ave & Roscoe St,Sheffield Ave & Waveland Ave,Subscriber,Male,1972
1240695,6/12/2017 7:32,6/12/2017 7:50,1131,Lake Shore Dr & Wellington Ave,Clark St & Elm St,Subscriber,Male,1982
114526,2/1/2017 13:46,2/1/2017 13:50,274,Millennium Park,LaSalle St & Washington St,Subscriber,Male,1956
1413352,6/22/2017 18:52,6/22/2017 19:44,3136,Adler Planetarium,Indiana Ave & Roosevelt Rd,Customer,,
201646,2/18/2017 14:00,2/18/2017 14:07,438,Wilton Ave & Belmont Ave,Southport Ave & Wellington Ave,Subscriber,Male,1991
775115,5/10/2017 5:54,5/10/2017 5:57,173,Damen Ave & Cortland St,Marshfield Ave & Cortland St,Subscriber,Male,1990
502830,4/10/2017 15:51,4/10/2017 16:00,563,Canal St & Monroe St (*),Wabash Ave & Grand Ave,Subscriber,Male,1982
810480,5/13/2017 11:21,5/13/2017 11:37,961,Peoria St & Jackson Blvd,Clinton St & Tilden St,Subscriber,Male,1963
411944,3/28/2017 8:04,3/28/2017 8:20,942,Ashland Ave & Grand Ave,LaSalle St & Jackson Blvd,Subscriber,Male,1992
1524942,6/29/2017 11:17,6/29/2017 11:33,985,Green St & Randolph St,Damen Ave & Pierce Ave,Subscriber,Male,1989
1461294,6/25/2017 14:27,6/25/2017 14:44,986,Clark St & Wrightwood Ave,Wells St & Huron St,Subscriber,Female,1987
726583,5/4/2017 8:49,5/4/2017 9:08,1110,Clinton St & Jackson Blvd,Michigan Ave & Pearson St,Subscriber,Female,1969
773539,5/9/2017 18:49,5/9/2017 19:06,1038,Wood St & Milwaukee Ave,Winchester Ave & Elston Ave,Subscriber,Female,1993
234835,2/21/2017 16:37,2/21/2017 16:47,609,Dearborn St & Erie St,Canal St & Adams St,Subscriber,Male,1971
1261110,6/13/2017 12:19,6/13/2017 12:29,568,Damen Ave & Pierce Ave,Ashland Ave & Augusta Blvd,Customer,,
1459401,6/25/2017 13:13,6/25/2017 14:09,3318,Sheridan Rd & Irving Park Rd,Broadway & Cornelia Ave,Customer,,
859106,5/16/2017 17:17,5/16/2017 17:37,1191,Indiana Ave & Roosevelt Rd,Shedd Aquarium,Customer,,
779539,5/10/2017 12:57,5/10/2017 13:04,404,State St & Pearson St,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1986
1318422,6/17/2017 9:59,6/17/2017 10:46,2807,Michigan Ave & 8th St,Michigan Ave & Oak St,Customer,,
95270,1/27/2017 8:35,1/27/2017 8:52,1024,Sedgwick St & North Ave,Franklin St & Monroe St,Subscriber,Male,1967
184195,2/16/2017 16:20,2/16/2017 16:25,327,LaSalle St & Jackson Blvd,Canal St & Madison St,Subscriber,Male,1963
1537561,6/30/2017 8:37,6/30/2017 9:02,1510,Sheffield Ave & Waveland Ave,Kingsbury St & Kinzie St,Subscriber,Male,1985
1478239,6/26/2017 15:09,6/26/2017 15:21,684,Halsted St & Willow St,Wood St & Milwaukee Ave,Subscriber,Male,1990
1197308,6/9/2017 17:23,6/9/2017 17:40,1036,Kingsbury St & Kinzie St,Wabash Ave & Grand Ave,Customer,,
585130,4/18/2017 15:06,4/18/2017 15:28,1300,Montrose Harbor,Theater on the Lake,Customer,,
290094,3/3/2017 12:09,3/3/2017 12:16,404,Larrabee St & Oak St,Sedgwick St & Schiller St,Subscriber,Male,1977
923567,5/22/2017 16:16,5/22/2017 16:23,396,Rush St & Hubbard St,Franklin St & Quincy St,Subscriber,Male,1975
373935,3/21/2017 11:44,3/21/2017 12:01,1027,Lake Shore Dr & Monroe St,Adler Planetarium,Customer,,
855322,5/16/2017 13:50,5/16/2017 13:54,249,Clarendon Ave & Junior Ter,Sheridan Rd & Montrose Ave,Subscriber,Male,1958
1149289,6/6/2017 22:42,6/6/2017 22:49,432,Ravenswood Ave & Lawrence Ave,Lincoln Ave & Belle Plaine Ave,Subscriber,Female,1991
770178,5/9/2017 15:34,5/9/2017 15:37,147,LaSalle St & Washington St,Canal St & Monroe St (*),Subscriber,Male,1985
879251,5/17/2017 22:54,5/17/2017 23:06,679,California Ave & Milwaukee Ave,Kedzie Ave & Palmer Ct,Subscriber,Female,1968
1250582,6/12/2017 17:46,6/12/2017 17:56,631,Ravenswood Ave & Lawrence Ave,Clark St & Berwyn Ave,Subscriber,Female,1986
36229,1/13/2017 17:17,1/13/2017 17:21,199,Michigan Ave & Washington St,Dearborn St & Monroe St,Subscriber,Male,1977
588338,4/18/2017 17:41,4/18/2017 17:42,109,Bissell St & Armitage Ave,Halsted St & Dickens Ave,Subscriber,Female,1994
288143,3/3/2017 6:09,3/3/2017 6:32,1418,Lake Shore Dr & Belmont Ave,Michigan Ave & Oak St,Subscriber,Female,1958
1510017,6/28/2017 8:48,6/28/2017 8:52,255,Lake Shore Dr & Monroe St,Millennium Park,Customer,,
560138,4/16/2017 12:29,4/16/2017 12:40,632,Broadway & Granville Ave,Glenwood Ave & Morse Ave,Subscriber,Female,1956
697971,4/29/2017 11:03,4/29/2017 11:13,565,Bissell St & Armitage Ave,Lakeview Ave & Fullerton Pkwy,Subscriber,Female,1985
984585,5/28/2017 0:24,5/28/2017 0:47,1379,Lake Shore Dr & Monroe St,Adler Planetarium,Customer,,
1011023,5/29/2017 17:12,5/29/2017 17:31,1150,Ashland Ave & 13th St,Ashland Ave & 21st St,Subscriber,Male,1993
94841,1/27/2017 7:50,1/27/2017 7:55,311,Rush St & Hubbard St,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1990
7649,1/3/2017 18:40,1/3/2017 18:45,323,Southport Ave & Roscoe St,Southport Ave & Irving Park Rd,Subscriber,Male,1993
866681,5/17/2017 7:39,5/17/2017 7:52,771,Ashland Ave & Grand Ave,Wells St & Huron St,Subscriber,Male,1978
324790,3/9/2017 9:43,3/9/2017 9:50,464,Canal St & Adams St,Orleans St & Ohio St,Subscriber,Male,1955
569654,4/17/2017 8:13,4/17/2017 8:41,1689,Normal Ave & Archer Ave,Calumet Ave & 33rd St,Customer,,
1233522,6/11/2017 16:53,6/11/2017 17:45,3135,Shedd Aquarium,Lake Shore Dr & Monroe St,Customer,,
795958,5/12/2017 8:01,5/12/2017 8:13,745,Lake Shore Dr & Diversey Pkwy,Michigan Ave & Oak St,Subscriber,Male,1986
961293,5/26/2017 8:46,5/26/2017 8:53,410,Hermitage Ave & Polk St,Racine Ave & Congress Pkwy,Subscriber,Female,1966
1163578,6/7/2017 19:08,6/7/2017 19:56,2859,Dearborn St & Erie St,Broadway & Wilson Ave,Subscriber,Male,1991
108865,1/31/2017 12:43,1/31/2017 12:48,289,Wabash Ave & Grand Ave,McClurg Ct & Illinois St,Subscriber,Male,1952
1263941,6/13/2017 15:59,6/13/2017 21:41,20553,Southport Ave & Belmont Ave,Southport Ave & Belmont Ave,Customer,,
652654,4/24/2017 19:00,4/24/2017 19:19,1130,Halsted St & Willow St,McClurg Ct & Erie St,Subscriber,Male,1986
623668,4/22/2017 11:57,4/22/2017 12:05,524,Columbus Dr & Randolph St,Franklin St & Lake St,Subscriber,Female,1994
295464,3/4/2017 16:40,3/4/2017 16:50,586,Wacker Dr & Washington St,Larrabee St & Kingsbury St,Subscriber,Male,1981
15646,1/6/2017 14:14,1/6/2017 14:20,405,Western Ave & Walton St,Wood St & Division St,Subscriber,Male,1976
1299737,6/15/2017 21:45,6/15/2017 22:01,935,Theater on the Lake,Streeter Dr & Grand Ave,Subscriber,Male,1990
1014502,5/29/2017 20:05,5/29/2017 20:37,1914,Racine Ave & Fullerton Ave,Broadway & Belmont Ave,Subscriber,Female,1993
1400392,6/22/2017 6:59,6/22/2017 7:06,411,Calumet Ave & 33rd St,State St & 33rd St,Subscriber,Male,1991
522414,4/12/2017 18:45,4/12/2017 18:50,304,Sheffield Ave & Waveland Ave,Ashland Ave & Grace St,Subscriber,Male,1979
593754,4/19/2017 7:58,4/19/2017 8:08,625,Canal St & Adams St,Columbus Dr & Randolph St,Subscriber,Male,1960
531843,4/14/2017 9:05,4/14/2017 9:11,326,Milwaukee Ave & Grand Ave,Racine Ave & Randolph St,Subscriber,Male,1986
1355151,6/19/2017 14:17,6/19/2017 14:35,1092,Lake Shore Dr & Ohio St,Shedd Aquarium,Customer,,
534477,4/14/2017 14:03,4/14/2017 14:23,1211,Dusable Harbor,Lake Shore Dr & North Blvd,Customer,,
1166241,6/7/2017 22:58,6/7/2017 23:03,315,LaSalle St & Illinois St,Stetson Ave & South Water St,Subscriber,Male,1972
1326053,6/17/2017 15:40,6/17/2017 15:57,1034,Streeter Dr & Grand Ave,Wells St & Huron St,Subscriber,Male,1964
996873,5/28/2017 19:26,5/28/2017 19:40,884,Leavitt St & Armitage Ave,Albany Ave & Bloomingdale Ave,Subscriber,Female,1968
457364,4/5/2017 5:56,4/5/2017 5:58,166,900 W Harrison St,Halsted St & Polk St,Subscriber,Male,1950
171192,2/14/2017 11:49,2/14/2017 11:58,531,Ellis Ave & 53rd St,Ellis Ave & 60th St,Subscriber,Female,1986
457610,4/5/2017 8:05,4/5/2017 8:17,731,Wells St & Evergreen Ave,Clinton St & Madison St,Subscriber,Female,1984
1218984,6/10/2017 19:43,6/10/2017 20:06,1380,Racine Ave (May St) & Fulton St,Millennium Park,Subscriber,Male,1988
1414853,6/22/2017 20:13,6/22/2017 20:28,906,McClurg Ct & Illinois St,Dearborn St & Monroe St,Subscriber,Male,1990
208350,2/18/2017 19:46,2/18/2017 20:06,1186,Streeter Dr & Grand Ave,Clark St & Schiller St,Customer,,
976071,5/27/2017 15:04,5/27/2017 15:25,1270,Lake Shore Dr & North Blvd,Streeter Dr & Grand Ave,Customer,,
1173134,6/8/2017 13:30,6/8/2017 13:56,1547,Daley Center Plaza,Fairbanks Ct & Grand Ave,Customer,,
468703,4/7/2017 13:32,4/7/2017 13:40,505,State St & Randolph St,Franklin St & Monroe St,Subscriber,Male,1980
999721,5/29/2017 8:29,5/29/2017 8:56,1614,Damen Ave & Cullerton St,Michigan Ave & Jackson Blvd,Subscriber,Male,1955
1408681,6/22/2017 16:20,6/22/2017 16:55,2100,State St & Kinzie St,Campbell Ave & North Ave,Subscriber,Male,1956
1099330,6/3/2017 22:11,6/3/2017 22:32,1253,Franklin St & Lake St,Clark St & North Ave,Subscriber,Male,1989
127491,2/4/2017 20:07,2/4/2017 20:14,364,Southport Ave & Waveland Ave,Sheridan Rd & Irving Park Rd,Subscriber,Male,1986
1304601,6/16/2017 11:49,6/16/2017 12:02,772,Loomis St & Lexington St,Western Ave & Congress Pkwy,Subscriber,Male,1994
385997,3/23/2017 12:19,3/23/2017 12:25,407,Daley Center Plaza,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1984
890911,5/18/2017 18:12,5/18/2017 18:33,1305,Broadway & Thorndale Ave,Broadway & Wilson Ave,Customer,,
56501,1/19/2017 16:53,1/19/2017 17:08,910,Lincoln Ave & Roscoe St,Sawyer Ave & Irving Park Rd,Subscriber,Male,1961
1383093,6/21/2017 8:00,6/21/2017 8:07,374,Ravenswood Ave & Balmoral Ave,Ravenswood Ave & Lawrence Ave,Subscriber,Female,1978
415839,3/28/2017 17:45,3/28/2017 17:59,796,Franklin St & Monroe St,Fairbanks Ct & Grand Ave,Subscriber,Female,1986
578849,4/17/2017 20:55,4/17/2017 21:11,974,Michigan Ave & Lake St,Aberdeen St & Jackson Blvd,Subscriber,Male,1981
1510114,6/28/2017 8:51,6/28/2017 9:08,980,Lake Shore Dr & Monroe St,Clark St & Lincoln Ave,Subscriber,Male,1983
649214,4/24/2017 16:45,4/24/2017 16:59,814,Clinton St & Washington Blvd,Morgan Ave & 14th Pl,Subscriber,Male,1986
338058,3/12/2017 15:37,3/12/2017 15:44,420,Financial Pl & Congress Pkwy,Wabash Ave & Roosevelt Rd,Subscriber,Male,1955
815935,5/13/2017 15:20,5/13/2017 16:40,4797,Streeter Dr & Grand Ave,Lake Park Ave & 47th St,Customer,,
675610,4/26/2017 16:26,4/26/2017 16:43,1022,Lake Shore Dr & North Blvd,Cannon Dr & Fullerton Ave,Customer,,
396382,3/24/2017 16:04,3/24/2017 16:12,476,Ashland Ave & Grace St,Ashland Ave & Wellington Ave,Subscriber,Female,1984
1409018,6/22/2017 16:36,6/22/2017 17:06,1782,Broadway & Belmont Ave,Lake Shore Dr & Ohio St,Customer,,
912113,5/21/2017 15:52,5/21/2017 16:09,988,Lake Shore Dr & Belmont Ave,Lake Shore Dr & North Blvd,Customer,,
117859,2/2/2017 7:41,2/2/2017 7:49,521,Canal St & Adams St,Stetson Ave & South Water St,Subscriber,Male,1966
555838,4/15/2017 19:45,4/15/2017 19:50,343,Wacker Dr & Washington St,LaSalle St & Jackson Blvd,Subscriber,Male,1953
87797,1/25/2017 16:50,1/25/2017 16:53,202,Ashland Ave & Lake St,Wood St & Hubbard St,Subscriber,Male,1972
1138716,6/6/2017 12:34,6/6/2017 12:43,528,Cityfront Plaza Dr & Pioneer Ct,Michigan Ave & Pearson St,Customer,,
1006011,5/29/2017 14:15,5/29/2017 14:40,1495,Theater on the Lake,Streeter Dr & Grand Ave,Customer,,
1089974,6/3/2017 14:43,6/3/2017 14:49,388,Franklin St & Jackson Blvd,Franklin St & Quincy St,Customer,,
1493439,6/27/2017 11:55,6/27/2017 12:20,1492,Field Blvd & South Water St,Mies van der Rohe Way & Chicago Ave,Customer,,
13381,1/5/2017 16:55,1/5/2017 17:03,474,Clark St & Congress Pkwy,Indiana Ave & Roosevelt Rd,Subscriber,Male,1981
1150260,6/7/2017 6:52,6/7/2017 7:04,745,Clark St & Chicago Ave,Ashland Ave & Augusta Blvd,Subscriber,Male,1979
182672,2/16/2017 9:26,2/16/2017 9:35,516,Dearborn Pkwy & Delaware Pl,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1976
1344403,6/18/2017 18:24,6/18/2017 18:34,589,Sheridan Rd & Buena Ave,Damen Ave & Sunnyside Ave,Subscriber,Male,1966
563038,4/16/2017 15:40,4/16/2017 15:55,858,Clark St & Wellington Ave,Bissell St & Armitage Ave,Customer,,
987470,5/28/2017 11:15,5/28/2017 11:29,854,Michigan Ave & Oak St,State St & Kinzie St,Customer,,
173890,2/14/2017 17:32,2/14/2017 17:40,462,Clinton St & Washington Blvd,Columbus Dr & Randolph St,Subscriber,Male,1991
10093,1/4/2017 16:02,1/4/2017 16:09,471,Sheffield Ave & Fullerton Ave,Ashland Ave & Wrightwood Ave,Subscriber,Male,1975
408827,3/27/2017 17:13,3/27/2017 17:18,347,Kingsbury St & Erie St,Clinton St & Washington Blvd,Subscriber,Male,1979
422011,3/29/2017 17:24,3/29/2017 17:30,382,Kimbark Ave & 53rd St,Cornell Ave & Hyde Park Blvd,Subscriber,Male,1988
837658,5/15/2017 10:14,5/15/2017 10:41,1609,McClurg Ct & Erie St,Broadway & Cornelia Ave,Subscriber,Female,1991
810594,5/13/2017 11:28,5/13/2017 11:38,610,Clarendon Ave & Junior Ter,Ravenswood Ave & Montrose Ave (*),Subscriber,Male,1987
1016668,5/30/2017 7:05,5/30/2017 7:21,961,Leavitt St & Lawrence Ave,Damen Ave & Wellington Ave,Subscriber,Male,1978
1300620,6/16/2017 0:55,6/16/2017 1:32,2237,Columbus Dr & Randolph St,Southport Ave & Roscoe St,Subscriber,Male,1991
627755,4/22/2017 17:13,4/22/2017 17:38,1536,St. Clair St & Erie St,Streeter Dr & Grand Ave,Customer,,
885769,5/18/2017 14:35,5/18/2017 14:58,1332,Lake Shore Dr & Monroe St,Lake Shore Dr & North Blvd,Subscriber,Male,1967
827166,5/14/2017 13:02,5/14/2017 13:11,550,Halsted St & Diversey Pkwy,Broadway & Cornelia Ave,Subscriber,Female,1988
547693,4/15/2017 14:14,4/15/2017 14:46,1945,Green St & Randolph St,State St & Kinzie St,Customer,,
940535,5/24/2017 13:08,5/24/2017 13:22,827,MLK Jr Dr & 29th St,State St & 35th St,Subscriber,Male,1993
864625,5/16/2017 22:22,5/16/2017 22:32,591,Halsted St & Roscoe St,Clark St & Wrightwood Ave,Subscriber,Male,1972
884760,5/18/2017 13:02,5/18/2017 13:08,323,Lake Park Ave & 56th St,University Ave & 57th St,Subscriber,Male,1977
753078,5/7/2017 14:09,5/7/2017 14:23,863,Wood St & Milwaukee Ave,Racine Ave & Wrightwood Ave,Subscriber,Male,1987
1007831,5/29/2017 15:18,5/29/2017 15:32,847,Lincoln Ave & Roscoe St,Rockwell St & Eastwood Ave,Subscriber,Male,1987
220122,2/19/2017 19:53,2/19/2017 20:18,1496,Dearborn St & Monroe St,Wells St & Huron St,Customer,,
691989,4/28/2017 14:04,4/28/2017 14:29,1466,Conservatory Dr & Lake St,Damen Ave & Cortland St,Subscriber,Male,1989
1064944,6/2/2017 8:11,6/2/2017 8:26,879,Halsted St & Dickens Ave,Damen Ave & Charleston St,Subscriber,Male,1960
531421,4/14/2017 8:33,4/14/2017 8:50,984,Wells St & Concord Ln,Clark St & Randolph St,Subscriber,Female,1983
1516003,6/28/2017 17:48,6/28/2017 18:05,1055,Clinton St & Jackson Blvd,McClurg Ct & Illinois St,Subscriber,Male,1988
946211,5/24/2017 23:40,5/24/2017 23:56,971,Clark St & Lake St,Ashland Ave & Blackhawk St,Subscriber,Male,1994
1302046,6/16/2017 8:09,6/16/2017 8:16,464,California Ave & Milwaukee Ave,Winchester Ave & Elston Ave,Subscriber,Female,1986
527801,4/13/2017 17:38,4/13/2017 17:59,1266,LaSalle St & Jackson Blvd,McClurg Ct & Illinois St,Subscriber,Male,1953
313572,3/7/2017 17:09,3/7/2017 17:12,163,Sheffield Ave & Waveland Ave,Pine Grove Ave & Waveland Ave,Subscriber,Male,1970
617103,4/21/2017 15:13,4/21/2017 15:16,173,Marion St & South Blvd,Forest Ave & Lake St,Subscriber,Male,1969
892410,5/18/2017 19:17,5/18/2017 19:21,251,Racine Ave & Belmont Ave,Lincoln Ave & Diversey Pkwy,Subscriber,Male,1992
75597,1/23/2017 14:52,1/23/2017 15:00,456,Ashland Ave & Chicago Ave,Ogden Ave & Race Ave,Subscriber,Male,1978
873621,5/17/2017 16:45,5/17/2017 17:05,1203,Dearborn St & Erie St,Canal St & Adams St,Subscriber,Male,1978
543350,4/15/2017 11:46,4/15/2017 11:50,274,Sheridan Rd & Irving Park Rd,Southport Ave & Irving Park Rd,Subscriber,Male,1982
1245361,6/12/2017 13:17,6/12/2017 13:34,1022,Financial Pl & Congress Pkwy,Blue Island Ave & 18th St,Subscriber,Male,1997
1439208,6/24/2017 12:27,6/24/2017 15:44,11791,Buckingham Fountain,Franklin St & Jackson Blvd,Customer,,
403936,3/26/2017 17:18,3/26/2017 17:44,1530,Dusable Harbor,Clinton St & Madison St,Subscriber,Female,1992
944483,5/24/2017 18:21,5/24/2017 18:26,298,Damen Ave & Leland Ave,Ravenswood Ave & Montrose Ave (*),Subscriber,Male,1972
1315414,6/16/2017 21:38,6/16/2017 21:51,748,Dearborn St & Erie St,Clark St & Lake St,Customer,,
687321,4/27/2017 22:23,4/27/2017 22:43,1224,Damen Ave & Chicago Ave,Paulina St & 18th St,Subscriber,Female,1982
1335377,6/18/2017 12:08,6/18/2017 12:17,517,Wabash Ave & Wacker Pl,Fairbanks Ct & Grand Ave,Customer,,
645737,4/24/2017 11:21,4/24/2017 11:26,242,Racine Ave (May St) & Fulton St,Sangamon St & Washington Blvd (*),Subscriber,Male,1948
330928,3/10/2017 10:45,3/10/2017 10:53,493,Noble St & Milwaukee Ave,Kingsbury St & Erie St,Subscriber,Female,1992
849545,5/16/2017 6:45,5/16/2017 6:49,227,Rush St & Hubbard St,Clark St & Lake St,Subscriber,Female,1990
1427813,6/23/2017 17:24,6/23/2017 17:48,1432,Leavitt St & North Ave,Morgan St & Lake St,Subscriber,Female,1985
1435284,6/24/2017 9:17,6/24/2017 9:31,865,Sedgwick St & North Ave,LaSalle St & Adams St,Subscriber,Male,1994
1106425,6/4/2017 13:20,6/4/2017 13:29,556,Dearborn Pkwy & Delaware Pl,Clinton St & Lake St,Subscriber,Male,1987
379712,3/22/2017 8:57,3/22/2017 9:09,731,Dearborn Pkwy & Delaware Pl,Clark St & Randolph St,Subscriber,Male,1994
601069,4/20/2017 6:40,4/20/2017 6:45,303,Wells St & Concord Ln,Wells St & Elm St,Subscriber,Female,1987
228520,2/20/2017 17:48,2/20/2017 18:05,1001,Ritchie Ct & Banks St,Wood St & Division St,Subscriber,Female,1989
314794,3/7/2017 18:15,3/7/2017 18:30,876,Wolcott Ave & Polk St,Ashland Ave & Division St,Subscriber,Female,1992
1441317,6/24/2017 13:43,6/24/2017 14:31,2880,Lake Shore Dr & Belmont Ave,Lake Shore Dr & Belmont Ave,Customer,,
861768,5/16/2017 18:41,5/16/2017 18:48,456,Wilton Ave & Belmont Ave,Lincoln Ave & Belmont Ave,Subscriber,Male,1968
159609,2/12/2017 9:41,2/12/2017 10:17,2171,Michigan Ave & Washington St,Field Museum,Customer,,
478512,4/8/2017 14:15,4/8/2017 14:55,2435,Clark St & Chicago Ave,Drake Ave & Fullerton Ave,Customer,,
194396,2/17/2017 18:46,2/17/2017 18:58,745,Federal St & Polk St,Green St & Madison St,Subscriber,Male,1989
441262,4/2/2017 12:36,4/2/2017 12:55,1107,Streeter Dr & Grand Ave,Millennium Park,Customer,,
1545932,6/30/2017 16:56,6/30/2017 17:04,487,Franklin St & Monroe St,Peoria St & Jackson Blvd,Subscriber,Male,1987
822901,5/14/2017 2:35,5/14/2017 2:52,1018,Lake Shore Dr & Monroe St,Franklin St & Lake St,Subscriber,Female,1990
1284676,6/15/2017 7:36,6/15/2017 7:46,581,Columbus Dr & Randolph St,Franklin St & Quincy St,Subscriber,Male,1980
442109,4/2/2017 14:01,4/2/2017 14:24,1384,Michigan Ave & Jackson Blvd,Field Museum,Customer,,
1510544,6/28/2017 9:17,6/28/2017 9:20,187,Orleans St & Elm St (*),Clark St & Elm St,Subscriber,Male,1988
1222891,6/11/2017 7:34,6/11/2017 8:05,1855,Michigan Ave & Washington St,Streeter Dr & Grand Ave,Customer,,
1363361,6/19/2017 22:48,6/19/2017 22:57,529,Franklin St & Monroe St,Michigan Ave & Lake St,Subscriber,Male,1991
505902,4/11/2017 6:51,4/11/2017 6:55,236,Eberhart Ave & 61st St,MLK Jr Dr & 63rd St,Subscriber,Male,1993
739478,5/5/2017 17:30,5/5/2017 17:50,1241,St. Clair St & Erie St,Federal St & Polk St,Subscriber,Male,1987
30707,1/12/2017 7:50,1/12/2017 7:52,156,Hermitage Ave & Polk St,Wolcott Ave & Polk St,Subscriber,Male,1939
480029,4/8/2017 15:16,4/8/2017 15:53,2203,Lake Shore Dr & Belmont Ave,Broadway & Belmont Ave,Customer,,
1457545,6/25/2017 11:56,6/25/2017 12:00,239,Clark St & Grace St,Southport Ave & Clark St,Subscriber,Male,1986
1030855,5/31/2017 6:21,5/31/2017 6:34,789,California Ave & Francis Pl,Marshfield Ave & Cortland St,Subscriber,Female,1985
244103,2/22/2017 15:49,2/22/2017 15:53,298,Halsted St & Diversey Pkwy,Sheffield Ave & Fullerton Ave,Subscriber,Male,1986
